Date,Hour,
05-26,19,61.81256412
05-26,20,63.65334351
05-26,21,61.41030102
05-26,22,58.73916677
05-26,23,56.88945838
05-27,0,51.9457128
05-27,1,46.72601722
05-27,2,40.99902615
05-27,3,38.88845379
05-27,4,37.69103901
05-27,5,37.23895339
05-27,6,35.87721708
05-27,7,37.78240702
05-27,8,41.7503743
05-27,9,45.23624529
05-27,10,48.56913343
05-27,11,52.51976705
05-27,12,57.55587112
05-27,13,60.03367657
05-27,14,62.56854408
05-27,15,63.28628227
05-27,16,61.78206045
05-27,17,59.46126188
05-27,18,57.28410609
05-27,19,59.41963752
05-27,20,62.08341462
05-27,21,60.41404063
05-27,22,57.31608857
05-27,23,55.42200803
05-28,0,51.86436386
05-28,1,47.0609213
05-28,2,41.28955808
05-28,3,39.33851415
05-28,4,38.98417021
05-28,5,40.56158216
05-28,6,44.66395904
05-28,7,50.3112002
05-28,8,54.46405143
05-28,9,57.6171313
05-28,10,59.64737992
05-28,11,61.12162505
05-28,12,63.42250309
05-28,13,66.8405755
05-28,14,69.99454013
05-28,15,70.18086902
05-28,16,68.24454699
05-28,17,65.74203391
05-28,18,66.26101439
05-28,19,69.59353736
05-28,20,68.61985474
05-28,21,65.99859251
05-28,22,62.37345706
05-28,23,59.97437921
05-29,0,56.45899423
05-29,1,52.15737954
05-29,2,46.29938498
05-29,3,44.40644744
05-29,4,43.50695995
05-29,5,43.68876217
05-29,6,46.53075873
05-29,7,51.8906374
05-29,8,55.85120932
05-29,9,58.76869421
05-29,10,60.57602561
05-29,11,61.75445641
05-29,12,63.96342071
05-29,13,67.3413469
05-29,14,70.62631501
05-29,15,70.82954757
05-29,16,68.87420891
05-29,17,66.27449969
05-29,18,66.54309448
05-29,19,69.77525188
05-29,20,69.08787526
05-29,21,66.48879911
05-29,22,63.0855244
05-29,23,60.74877885
05-30,0,56.15367159
05-30,1,52.09082131
05-30,2,46.23493971
05-30,3,44.28072635
05-30,4,43.38335182
05-30,5,43.56515405
05-30,6,46.42616723
05-30,7,51.78710238
05-30,8,55.76986038
05-30,9,58.69157119
05-30,10,60.59292928
05-30,11,61.88334694
05-30,12,64.10921491
05-30,13,67.57377244
05-30,14,70.78901289
05-30,15,70.6510025
05-30,16,68.63650097
05-30,17,66.2586525
05-30,18,66.55154632
05-30,19,69.7741954
05-30,20,69.20620099
05-30,21,66.58176932
05-30,22,63.18694646
05-30,23,60.51740979
05-31,0,56.09450872
05-31,1,51.96193078
05-31,2,46.37756448
05-31,3,44.39376968
05-31,4,43.40659438
05-31,5,43.62220395
05-31,6,46.34693125
05-31,7,51.70680992
05-31,8,55.6906244
05-31,9,58.64297312
05-31,10,60.54433122
05-31,11,61.85587846
05-31,12,63.82079595
05-31,13,67.37515425
05-31,14,70.55658735
05-31,15,70.66051082
05-31,16,68.49810212
05-31,17,66.02728343
05-31,18,66.47019738
05-31,19,69.76574356
05-31,20,69.10583542
05-31,21,66.51626758
05-31,22,63.15419558
05-31,23,60.38851927
06-01,0,56.63331339
06-01,1,52.17956561
06-01,2,46.50645501
06-01,3,44.27333099
06-01,4,43.33158432
06-01,5,43.67502794
06-01,6,46.47053938
06-01,7,51.74906911
06-01,8,55.69379384
06-01,9,58.60810929
06-01,10,60.64575327
06-01,11,62.43482936
06-01,12,63.56618433
06-01,13,66.85959214
06-01,14,70.00404845
06-01,15,69.91357964
06-01,16,67.55466572
06-01,17,65.18315613
06-01,18,65.57113313
06-01,19,68.62685841
06-01,20,68.75719711
06-01,21,66.02183506
06-01,22,62.93339132
06-01,23,59.47360782
06-02,0,54.1146657
06-02,1,49.26685098
06-02,2,43.25461038
06-02,3,41.21165272
06-02,4,40.25828477
06-02,5,40.4760073
06-02,6,40.70427299
06-02,7,43.80962391
06-02,8,47.88957804
06-02,9,51.31100377
06-02,10,54.03430309
06-02,11,57.18623804
06-02,12,61.5451386
06-02,13,63.9056748
06-02,14,66.62120034
06-02,15,66.63954895
06-02,16,64.99270236
06-02,17,62.47751153
06-02,18,61.04834338
06-02,19,62.95144927
06-02,20,64.48373658
06-02,21,61.9638964
06-02,22,59.31600471
06-02,23,57.09864137
06-03,0,52.24469657
06-03,1,47.2119979
06-03,2,41.46387723
06-03,3,39.26033465
06-03,4,38.10200963
06-03,5,37.58336579
06-03,6,36.00293817
06-03,7,37.85424764
06-03,8,41.67113832
06-03,9,45.11791956
06-03,10,48.62512685
06-03,11,52.98144869
06-03,12,57.97740653
06-03,13,60.62530523
06-03,14,63.32604005
06-03,15,63.54723276
06-03,16,62.10323029
06-03,17,59.85427235
06-03,18,58.07012701
06-03,19,60.44653582
06-03,20,62.60742857
06-03,21,60.94650642
06-03,22,58.16338532
06-03,23,55.97137749
06-04,0,52.42641108
06-04,1,47.64198515
06-04,2,41.83892754
06-04,3,39.83611611
06-04,4,39.46592497
06-04,5,40.8616224
06-04,6,44.87314202
06-04,7,50.24252901
06-04,8,54.37953305
06-04,9,57.33822065
06-04,10,59.42340622
06-04,11,60.79305985
06-04,12,63.56512785
06-04,13,67.20083509
06-04,14,70.38966355
06-04,15,70.57916188
06-04,16,68.26250714
06-04,17,65.5962397
06-04,18,66.36454941
06-04,19,69.70024182
06-04,20,68.73818047
06-04,21,66.2753902
06-04,22,62.98727179
06-04,23,60.43711733
06-05,0,56.11246888
06-05,1,51.92917991
06-05,2,46.28670722
06-05,3,44.29868651
06-05,4,43.35377039
06-05,5,43.46056255
06-05,6,46.05534285
06-05,7,51.43001223
06-05,8,55.36628512
06-05,9,58.3524412
06-05,10,60.24323449
06-05,11,61.51146607
06-05,12,63.86516809
06-05,13,67.37304129
06-05,14,70.72456763
06-05,15,70.76193287
06-05,16,68.68615551
06-05,17,66.30196817
06-05,18,66.77129411
06-05,19,69.82701938
06-05,20,69.13013445
06-05,21,66.74129776
06-05,22,63.25350468
06-05,23,60.56812082
06-06,0,56.07232265
06-06,1,51.79078107
06-06,2,46.12823526
06-06,3,44.18141726
06-06,4,43.27876033
06-06,5,43.46056255
06-06,6,46.0004059
06-06,7,51.33598554
06-06,8,55.31240465
06-06,9,58.35032824
06-06,10,60.44290916
06-06,11,62.15169279
06-06,12,64.4018598
06-06,13,67.88649044
06-06,14,71.19258815
06-06,15,71.56697043
06-06,16,69.59050217
06-06,17,67.17673339
06-06,18,67.30375989
06-06,19,70.23376408
06-06,20,69.65731784
06-06,21,67.03077321
06-06,22,63.62221611
06-06,23,60.60509761
06-07,0,56.01527274
06-07,1,51.54990369
06-07,2,46.49800317
06-07,3,44.31559018
06-07,4,43.77107988
06-07,5,44.08177264
06-07,6,46.17366858
06-07,7,51.44585943
06-07,8,55.43178686
06-07,9,58.48344468
06-07,10,60.73449757
06-07,11,62.41792568
06-07,12,64.49377354
06-07,13,68.31753417
06-07,14,71.77576496
06-07,15,71.98850584
06-07,16,69.83666195
06-07,17,67.06791597
06-07,18,67.33439781
06-07,19,70.45985074
06-07,20,69.84008884
06-07,21,67.23889972
06-07,22,63.69828265
06-07,23,60.57551618
06-08,0,56.4135656
06-08,1,51.70414973
06-08,2,46.17683333
06-08,3,44.00604162
06-08,4,43.19846787
06-08,5,43.46795791
06-08,6,45.79650531
06-08,7,51.03700177
06-08,8,54.99968665
06-08,9,58.20559051
06-08,10,60.35416486
06-08,11,62.39045721
06-08,12,63.74895532
06-08,13,67.1797055
06-08,14,70.63371037
06-08,15,70.68058393
06-08,16,68.27095898
06-08,17,65.6902664
06-08,18,65.6767811
06-08,19,68.50958915
06-08,20,68.76142303
06-08,21,66.05669889
06-08,22,62.63440756
06-08,23,58.97811882
06-09,0,53.84103745
06-09,1,49.07140223
06-09,2,42.48443666
06-09,3,40.26187744
06-09,4,39.30956597
06-09,5,39.18393259
06-09,6,38.84592514
06-09,7,41.51494993
06-09,8,45.71428626
06-09,9,49.42096152
06-09,10,52.13897845
06-09,11,55.24971068
06-09,12,59.80617295
06-09,13,62.17938692
06-09,14,64.91921149
06-09,15,65.21752722
06-09,16,63.59075375
06-09,17,61.07239348
06-09,18,59.35163693
06-09,19,61.09521438
06-09,20,63.11770828
06-09,21,60.90847315
06-09,22,58.04822903
06-09,23,55.95869974
06-10,0,51.2262501
06-10,1,46.19355143
06-10,2,40.46761684
06-10,3,38.47220077
06-10,4,37.38677285
06-10,5,36.89242804
06-10,6,35.23170797
06-10,7,37.16014046
06-10,8,41.12388182
06-10,9,44.7249091
06-10,10,48.06836203
06-10,11,52.16584634
06-10,12,57.34457517
06-10,13,59.90478605
06-10,14,62.69320869
06-10,15,63.31480722
06-10,16,62.03455911
06-10,17,60.00112303
06-10,18,58.12928988
06-10,19,60.27221666
06-10,20,62.74265798
06-10,21,60.99616097
06-10,22,57.74924526
06-10,23,55.32586838
06-11,0,51.66680215
06-11,1,46.74503386
06-11,2,40.92084665
06-11,3,39.09235437
06-11,4,38.73589747
06-11,5,40.18336242
06-11,6,43.96773889
06-11,7,49.54947831
06-11,8,53.96856243
06-11,9,57.48295838
06-11,10,59.66534008
06-11,11,61.13007689
06-11,12,63.66021103
06-11,13,67.43220416
06-11,14,70.71717227
06-11,15,71.19086364
06-11,16,69.11931221
06-11,17,66.6601148
06-11,18,67.10302874
06-11,19,70.28870103
06-11,20,69.38685903
06-11,21,66.82687262
06-11,22,63.06016889
06-11,23,60.29343609
06-12,0,56.20332613
06-12,1,52.05067508
06-12,2,46.3606608
06-12,3,44.33355034
06-12,4,43.60098665
06-12,5,43.45844959
06-12,6,45.95603375
06-12,7,51.19124781
06-12,8,55.32402593
06-12,9,58.53204275
06-12,10,60.57179969
06-12,11,61.83052295
06-12,12,64.03631781
06-12,13,67.76605175
06-12,14,71.33521291
06-12,15,71.62613329
06-12,16,69.42886077
06-12,17,66.82703859
06-12,18,67.15690921
06-12,19,70.3056047
06-12,20,69.63196233
06-12,21,67.04556393
06-12,22,63.4764219
06-12,23,60.60721057
06-13,0,55.94554508
06-13,1,51.65026926
06-13,2,46.19796292
06-13,3,44.24903196
06-13,4,43.25551777
06-13,5,43.40985152
06-13,6,45.91271808
06-13,7,51.12574607
06-13,8,55.28493618
06-13,9,58.51725204
06-13,10,60.62779312
06-13,11,62.23938061
06-13,12,64.30994606
06-13,13,68.08722159
06-13,14,71.50953207
06-13,15,71.96526329
06-13,16,70.01943294
06-13,17,67.55495313
06-13,18,67.4960392
06-13,19,70.55282096
06-13,20,70.03342463
06-13,21,67.33926529
06-13,22,63.73103352
06-13,23,60.71180206
06-14,0,56.18008358
06-14,1,51.73478764
06-14,2,46.19584996
06-14,3,44.23529772
06-14,4,43.452023
06-14,5,43.67291498
06-14,6,45.95075135
06-14,7,51.19653021
06-14,8,55.34198609
06-14,9,58.57852786
06-14,10,60.71653741
06-14,11,62.32284251
06-14,12,64.28036463
06-14,13,67.96044402
06-14,14,71.43240905
06-14,15,71.823695
06-14,16,69.75636949
06-14,17,67.30245447
06-14,18,67.31432469
06-14,19,70.40174436
06-14,20,69.87178323
06-14,21,67.15543782
06-14,22,63.64968458
06-14,23,60.61354945
06-15,0,56.04696713
06-15,1,51.5699768
06-15,2,46.10076679
06-15,3,44.03984897
06-15,4,43.22382338
06-15,5,43.2598314
06-15,6,45.81446547
06-15,7,51.03171937
06-15,8,55.09899575
06-15,9,58.4982354
06-15,10,60.78943452
06-15,11,62.93031835
06-15,12,64.14724818
06-15,13,67.55369932
06-15,14,70.82704616
06-15,15,70.92568723
06-15,16,68.50655396
06-15,17,66.05052599
06-15,18,66.26207087
06-15,19,68.85400155
06-15,20,69.09738358
06-15,21,66.39265945
06-15,22,63.02213562
06-15,23,59.43557454
06-16,0,53.77130978
06-16,1,48.75234535
06-16,2,42.79081578
06-16,3,40.73095444
06-16,4,39.68989867
06-16,5,39.61708928
06-16,6,38.9315
06-16,7,41.537136
06-16,8,45.69632611
06-16,9,49.422018
06-16,10,52.39992894
06-16,11,55.93853547
06-16,12,60.69150297
06-16,13,63.1914945
06-16,14,65.94822275
06-16,15,65.98558799
06-16,16,64.44121994
06-16,17,62.13521209
06-16,18,60.34050196
06-16,19,61.84954091
06-16,20,63.71461933
06-16,21,61.31521784
06-16,22,58.43278765
06-16,23,56.18267344
06-17,0,51.21568531
06-17,1,46.28652165
06-17,2,40.52255379
06-17,3,38.36972224
06-17,4,37.23675273
06-17,5,36.83643462
06-17,6,35.24227276
06-17,7,37.11682479
06-17,8,41.07105783
06-17,9,44.67631103
06-17,10,48.35783748
06-17,11,52.73211948
06-17,12,57.88443632
06-17,13,60.5534646
06-17,14,63.55318319
06-17,15,64.31423705
06-17,16,63.11216844
06-17,17,60.91392152
06-17,18,59.12343731
06-17,19,60.8490546
06-17,20,63.42408741
06-17,21,61.69026815
06-17,22,58.45391725
06-17,23,55.9502479
06-18,0,52.12531436
06-18,1,47.19826366
06-18,2,41.1839101
06-18,3,39.31844104
06-18,4,38.92395086
06-18,5,40.35239917
06-18,6,43.96668241
06-18,7,49.49137192
06-18,8,53.95694115
06-18,9,57.37308448
06-18,10,59.69809095
06-18,11,61.16388424
06-18,12,63.66126751
06-18,13,67.3149349
06-18,14,70.679139
06-18,15,71.24685707
06-18,16,69.31053504
06-18,17,66.73512486
06-18,18,67.30798581
06-18,19,70.64684766
06-18,20,69.5759689
06-18,21,67.14170358
06-18,22,63.45951823
06-18,23,60.73504462
06-19,0,56.4811803
06-19,1,52.11089443
06-19,2,46.43461438
06-19,3,44.52477317
06-19,4,43.38018238
06-19,5,43.50704766
06-19,6,45.95814671
06-19,7,51.20920797
06-19,8,55.44974702
06-19,9,58.85004315
06-19,10,61.15814594
06-19,11,62.61548739
06-19,12,65.04103004
06-19,13,68.62180034
06-19,14,71.8888083
06-19,15,72.3973635
06-19,16,70.39448325
06-19,17,67.73349821
06-19,18,68.00314948
06-19,19,70.96696102
06-19,20,70.3894583
06-19,21,67.89074771
06-19,22,64.39978519
06-19,23,61.55381641
06-20,0,56.54034317
06-20,1,52.27464879
06-20,2,46.66598345
06-20,3,44.62830818
06-20,4,43.69078743
06-20,5,43.78595831
06-20,6,46.04160861
06-20,7,51.25252364
06-20,8,55.49094973
06-20,9,58.88173754
06-20,10,61.1084914
06-20,11,62.65457714
06-20,12,64.73782036
06-20,13,68.36507576
06-20,14,71.69335954
06-20,15,72.06457238
06-20,16,70.07648285
06-20,17,67.75357132
06-20,18,67.86263767
06-20,19,70.78207706
06-20,20,70.26162425
06-20,21,67.62134538
06-20,22,64.16419021
06-20,23,61.17454019
06-21,0,56.418848
06-21,1,52.21126
06-21,2,46.54871419
06-21,3,44.47511862
06-21,4,43.72670774
06-21,5,43.73102136
06-21,6,46.03104381
06-21,7,51.25569308
06-21,8,55.49834509
06-21,9,58.90603658
06-21,10,61.18878385
06-21,11,62.96729514
06-21,12,64.67126213
06-21,13,68.22350748
06-21,14,71.73139281
06-21,15,72.45863932
06-21,16,70.38814437
06-21,17,67.79477403
06-21,18,67.95983381
06-21,19,70.98386469
06-21,20,70.47186372
06-21,21,67.73755815
06-21,22,64.36492136
06-21,23,61.17876611
06-22,0,56.60056251
06-22,1,52.24401087
06-22,2,46.43672734
06-22,3,44.5649194
06-22,4,43.54921914
06-22,5,43.64967242
06-22,6,46.04160861
06-22,7,51.08982576
06-22,8,55.25746771
06-22,9,58.54788995
06-22,10,60.81373355
06-22,11,63.01694969
06-22,12,64.10604547
06-22,13,67.40156624
06-22,14,70.7520361
06-22,15,71.08415919
06-22,16,68.9111857
06-22,17,66.83337747
06-22,18,66.88433744
06-22,19,69.24595553
06-22,20,69.61188921
06-22,21,66.90927804
06-22,22,63.6486281
06-22,23,60.03354207
06-23,0,54.25095158
06-23,1,49.19184092
06-23,2,43.39829163
06-23,3,41.26447671
06-23,4,40.21391262
06-23,5,39.88860457
06-23,6,39.46079634
06-23,7,42.00304356
06-23,8,46.17385495
06-23,9,49.74107488
06-23,10,52.66404888
06-23,11,55.94487435
06-23,12,60.64924378
06-23,13,63.31404615
06-23,14,66.24509355
06-23,15,66.5898944
06-23,16,65.22407142
06-23,17,62.6771862
06-23,18,60.97755924
06-23,19,62.29960127
06-23,20,64.31469982
06-23,21,61.89945114
06-23,22,59.0455459
06-23,23,56.87466767
06-24,0,52.02811822
06-24,1,47.00281491
06-24,2,41.31491359
06-24,3,39.11242749
06-24,4,37.85268041
06-24,5,37.28966442
06-24,6,35.38172809
06-24,7,37.35241977
06-24,8,41.17459284
06-24,9,44.76928125
06-24,10,48.5237048
06-24,11,52.60428543
06-24,12,57.73230324
06-24,13,60.64432186
06-24,14,63.80779481
06-24,15,64.66287536
06-24,16,63.46397619
06-24,17,61.27840703
06-24,18,59.36220173
06-24,19,61.10894861
06-24,20,63.85301818
06-24,21,62.17307939
06-24,22,59.27163256
06-24,23,56.63484677
06-25,0,52.50776002
06-25,1,47.6757925
06-25,2,41.69207686
06-25,3,39.87203642
06-25,4,39.44268241
06-25,5,40.93980191
06-25,6,44.34701512
06-25,7,49.7480965
06-25,8,54.30241003
06-25,9,57.8833642
06-25,10,60.33937415
06-25,11,61.94990516
06-25,12,64.34058397
06-25,13,68.09356047
06-25,14,71.59510693
06-25,15,72.30122384
06-25,16,70.45047667
06-25,17,68.19834929
06-25,18,68.44158857
06-25,19,71.40011771
06-25,20,70.30916584
06-25,21,67.80834229
06-25,22,64.37971208
06-25,23,61.63410887
06-26,0,56.73473544
06-26,1,52.45319386
06-26,2,46.75367126
06-26,3,44.87552444
06-26,4,44.06055533
06-26,5,44.01098849
06-26,6,46.0838678
06-26,7,51.34549386
06-26,8,55.59976714
06-26,9,59.12261492
06-26,10,61.52897033
06-26,11,63.01061081
06-26,12,65.40340259
06-26,13,68.9366313
06-26,14,72.43289536
06-26,15,73.17493258
06-26,16,71.22910224
06-26,17,68.65263557
06-26,18,68.70993442
06-26,19,71.48780553
06-26,20,70.95890087
06-26,21,68.28481465
06-26,22,64.96183241
06-26,23,61.90456768
06-27,0,56.88686852
06-27,1,52.68667588
06-27,2,46.88150531
06-27,3,44.81953102
06-27,4,43.73621605
06-27,5,43.84512118
06-27,6,46.11133627
06-27,7,51.37401881
06-27,8,55.6177273
06-27,9,59.10254181
06-27,10,61.38528909
06-27,11,62.98736826
06-27,12,65.25443895
06-27,13,68.92501002
06-27,14,72.37478897
06-27,15,72.84214147
06-27,16,71.09598579
06-27,17,68.6357319
06-27,18,68.61379476
06-27,19,71.26383182
06-27,20,70.89339913
06-27,21,68.16015005
06-27,22,64.85618444
06-27,23,61.71757077
06-28,0,56.66183834
06-28,1,52.31268206
06-28,2,46.77057494
06-28,3,44.88608924
06-28,4,43.97814991
06-28,5,44.00781905
06-28,6,46.0891502
06-28,7,51.35817161
06-28,8,55.61561434
06-28,9,59.13529268
06-28,10,61.53847865
06-28,11,63.2979733
06-28,12,65.39283779
06-28,13,68.75808622
06-28,14,72.11172552
06-28,15,72.54527066
06-28,16,70.72093548
06-28,17,68.35259533
06-28,18,68.62647252
06-28,19,71.3483502
06-28,20,70.8638177
06-28,21,68.0999307
06-28,22,64.84561964
06-28,23,61.66474678
06-29,0,56.67662905
06-29,1,52.36973196
06-29,2,46.73148519
06-29,3,44.75931167
06-29,4,43.74044197
06-29,5,43.81659622
06-29,6,45.98561518
06-29,7,51.01270274
06-29,8,55.30183986
06-29,9,58.95357817
06-29,10,61.55960824
06-29,11,63.85790756
06-29,12,64.76634531
06-29,13,68.06926144
06-29,14,71.48628952
06-29,15,71.81313021
06-29,16,69.57571145
06-29,17,67.42923204
06-29,18,67.23931463
06-29,19,69.64636135
06-29,20,69.98905248
06-29,21,67.41427535
06-29,22,64.23708731
06-29,23,60.45402101
06-30,0,54.17594152
06-30,1,49.06611983
06-30,2,42.84047033
06-30,3,40.76793123
06-30,4,39.63496172
06-30,5,39.60124208
06-30,6,39.13751354
06-30,7,41.63010622
06-30,8,46.0565857
06-30,9,49.88053021
06-30,10,53.05072046
06-30,11,56.92528754
06-30,12,61.64550417
06-30,13,64.03667829
06-30,14,67.03217096
06-30,15,67.21744336
06-30,16,65.75336777
06-30,17,63.51391815
06-30,18,62.17138134
06-30,19,63.58322415
06-30,20,65.5095784
06-30,21,63.15349258
06-30,22,60.24148096
06-30,23,57.79486152
07-01,0,52.72856429
07-01,1,47.48985207
07-01,2,41.78927299
07-01,3,39.64278032
07-01,4,38.34394349
07-01,5,37.69535264
07-01,6,35.53386117
07-01,7,37.44855943
07-01,8,41.33623424
07-01,9,44.92880969
07-01,10,48.59237598
07-01,11,52.81452489
07-01,12,58.1823636
07-01,13,61.0436712
07-01,14,63.97154916
07-01,15,64.76324094
07-01,16,63.68794989
07-01,17,61.61542406
07-01,18,59.45939786
07-01,19,61.12796525
07-01,20,63.99458646
07-01,21,62.05475366
07-01,22,59.22620393
07-01,23,56.67393652
07-02,0,52.6081256
07-02,1,47.62719443
07-02,2,41.53043546
07-02,3,39.49804259
07-02,4,39.27258918
07-02,5,40.54784792
07-02,6,43.80715397
07-02,7,49.31493981
07-02,8,53.912569
07-02,9,57.68157657
07-02,10,60.28655016
07-02,11,61.93617092
07-02,12,64.82762113
07-02,13,68.46544134
07-02,14,71.88775182
07-02,15,72.1575426
07-02,16,70.14515403
07-02,17,67.85499338
07-02,18,68.14366128
07-02,19,70.88772504
07-02,20,70.1337902
07-02,21,67.86327924
07-02,22,64.66496161
07-02,23,61.84329186
07-03,0,56.94180547
07-03,1,52.55672888
07-03,2,46.9079173
07-03,3,44.8934846
07-03,4,43.93272128
07-03,5,43.8905498
07-03,6,45.89370145
07-03,7,51.01375922
07-03,8,55.74873078
07-03,9,59.49555227
07-03,10,62.16814057
07-03,11,63.90861859
07-03,12,66.55285254
07-03,13,70.29103832
07-03,14,73.73342191
07-03,15,74.09195699
07-03,16,72.24332278
07-03,17,69.83166696
07-03,18,69.64491898
07-03,19,72.27065701
07-03,20,71.77978563
07-03,21,69.04653654
07-03,22,65.85561427
07-03,23,62.66523309
07-04,0,57.40243063
07-04,1,53.28781285
07-04,2,47.49954596
07-04,3,45.41221615
07-04,4,44.3331271
07-04,5,44.28461674
07-04,6,46.14514362
07-04,7,51.31274298
07-04,8,56.04771455
07-04,9,59.83151283
07-04,10,62.53896496
07-04,11,64.5023602
07-04,12,66.85606222
07-04,13,70.37661318
07-04,14,73.99331593
07-04,15,74.46595082
07-04,16,72.8106524
07-04,17,70.46766776
07-04,18,70.27246795
07-04,19,72.99223267
07-04,20,72.37458372
07-04,21,69.72374005
07-04,22,66.44196052
07-04,23,63.17445633
07-05,0,57.90214555
07-05,1,53.62694285
07-05,2,47.87353978
07-05,3,45.78092757
07-05,4,44.78846987
07-05,5,44.58148755
07-05,6,46.38285156
07-05,7,51.4838927
07-05,8,56.154419
07-05,9,59.85158594
07-05,10,62.37098468
07-05,11,64.18752924
07-05,12,66.33310475
07-05,13,69.76174197
07-05,14,73.24321532
07-05,15,73.87432217
07-05,16,71.997163
07-05,17,69.55381279
07-05,18,69.45792207
07-05,19,72.10373321
07-05,20,71.56637672
07-05,21,68.78875549
07-05,22,65.64643128
07-05,23,62.20777737
07-06,0,57.70986623
07-06,1,53.12934089
07-06,2,47.57138658
07-06,3,45.5294854
07-06,4,44.52223698
07-06,5,44.5371154
07-06,6,46.4018682
07-06,7,51.38775304
07-06,8,55.98538224
07-06,9,59.81777859
07-06,10,62.54636031
07-06,11,65.01158343
07-06,12,66.15244672
07-06,13,69.49762204
07-06,14,72.8892946
07-06,15,72.95201536
07-06,16,70.91427127
07-06,17,68.74771875
07-06,18,68.84833326
07-06,19,70.93843606
07-06,20,71.03496742
07-06,21,68.42004406
07-06,22,65.44992605
07-06,23,61.60030152
07-07,0,55.95822283
07-07,1,50.57477289
07-07,2,44.41568161
07-07,3,42.06211891
07-07,4,40.92809292
07-07,5,40.69258565
07-07,6,40.00065749
07-07,7,42.43514377
07-07,8,46.88909173
07-07,9,51.02364128
07-07,10,54.55937352
07-07,11,57.64369376
07-07,12,61.85468716
07-07,13,64.31875838
07-07,14,67.31847696
07-07,15,67.61362326
07-07,16,66.34710938
07-07,17,64.12773287
07-07,18,62.5908038
07-07,19,63.98257349
07-07,20,66.32729372
07-07,21,64.33886285
07-07,22,62.22977582
07-07,23,59.4535347
07-08,0,53.87907072
07-08,1,48.60443819
07-08,2,42.52246993
07-08,3,40.24919968
07-08,4,38.80879457
07-08,5,38.1823898
07-08,6,36.13288518
07-08,7,37.78557646
07-08,8,41.64050041
07-08,9,45.38626542
07-08,10,48.80155897
07-08,11,52.35073029
07-08,12,57.1501829
07-08,13,59.78646032
07-08,14,62.71539476
07-08,15,63.71943896
07-08,16,62.72338389
07-08,17,60.50506386
07-08,18,58.80332395
07-08,19,60.68530024
07-08,20,63.94704488
07-08,21,62.66222951
07-08,22,60.54363416
07-08,23,57.91318725
07-09,0,52.92718248
07-09,1,47.88180605
07-09,2,41.95936623
07-09,3,39.96606312
07-09,4,39.64447004
07-09,5,41.07080539
07-09,6,44.19382555
07-09,7,49.27268062
07-09,8,54.34995161
07-09,9,58.35032824
07-09,10,61.18772738
07-09,11,62.90813228
07-09,12,65.42981458
07-09,13,68.94825257
07-09,14,72.35999826
07-09,15,72.92137745
07-09,16,71.13507554
07-09,17,68.70229012
07-09,18,68.81135647
07-09,19,71.77939393
07-09,20,71.0307415
07-09,21,68.53414387
07-09,22,65.38865022
07-09,23,62.28701335
07-10,0,57.25663643
07-10,1,53.28253045
07-10,2,47.55553938
07-10,3,45.40799023
07-10,4,44.47469539
07-10,5,44.26560011
07-10,6,46.10605387
07-10,7,51.06552673
07-10,8,55.90086387
07-10,9,59.77340644
07-10,10,62.55798159
07-10,11,64.30162905
07-10,12,66.70709858
07-10,13,70.21285882
07-10,14,73.80843197
07-10,15,74.34656861
07-10,16,72.49899088
07-10,17,70.11797297
07-10,18,70.11610895
07-10,19,72.93095684
07-10,20,72.45276322
07-10,21,69.81248435
07-10,22,66.71136285
07-10,23,63.23150623
07-11,0,57.82079661
07-11,1,53.72942138
07-11,2,47.88516106
07-11,3,45.82952564
07-11,4,44.87193177
07-11,5,44.65015873
07-11,6,46.35115717
07-11,7,51.25146716
07-11,8,56.02130255
07-11,9,59.81038323
07-11,10,62.46606785
07-11,11,64.19915051
07-11,12,65.8196556
07-11,13,69.48071836
07-11,14,73.08474335
07-11,15,73.63978367
07-11,16,71.82284385
07-11,17,69.24637719
07-11,18,69.38396849
07-11,19,72.19247751
07-11,20,71.85585217
07-11,21,69.10358645
07-11,22,66.06691021
07-11,23,62.51626945
07-12,0,56.16106694
07-12,1,51.2783884
07-12,2,45.74262016
07-12,3,43.49047951
07-12,4,42.24341019
07-12,5,41.38246691
07-12,6,40.84689776
07-12,7,43.64375659
07-12,8,48.25617651
07-12,9,53.09645452
07-12,10,56.60260533
07-12,11,59.50521105
07-12,12,60.81828054
07-12,13,63.94053863
07-12,14,67.1916994
07-12,15,67.49212809
07-12,16,65.47234416
07-12,17,63.34382491
07-12,18,63.24582123
07-12,19,66.21702813
07-12,20,67.49153439
07-12,21,65.82955575
07-12,22,63.57995692
07-12,23,60.20152235
07-13,0,54.98414852
07-13,1,50.17753651
07-13,2,44.35229283
07-13,3,41.86350072
07-13,4,40.29526156
07-13,5,38.80465636
07-13,6,36.26600163
07-13,7,38.12998886
07-13,8,42.05675342
07-13,9,46.06135597
07-13,10,49.70590562
07-13,11,52.28734151
07-13,12,56.53425522
07-13,13,59.49064599
07-13,14,62.50409881
07-13,15,63.20070741
07-13,16,61.54963491
07-13,17,59.65248472
07-13,18,59.07800868
07-13,19,62.0375943
07-13,20,65.39442211
07-13,21,64.38112203
07-13,22,62.25513133
07-13,23,59.03199929
07-14,0,56.58999772
07-14,1,51.38297989
07-14,2,45.27988203
07-14,3,43.05415338
07-14,4,41.9666125
07-14,5,42.04382323
07-14,6,41.68151675
07-14,7,44.43928583
07-14,8,48.75589142
