Date,Hour,
12-07,3,70.43176922
12-07,4,69.47311887
12-07,5,69.30100038
12-07,6,71.75315591
12-07,7,77.1172605
12-07,8,79.91781767
12-07,9,81.64464991
12-07,10,82.25393328
12-07,11,82.57027662
12-07,12,82.44864663
12-07,13,83.84884275
12-07,14,84.18200649
12-07,15,82.59344942
12-07,16,80.50710726
12-07,17,83.01653405
12-07,18,88.06886908
12-07,19,91.8260969
12-07,20,90.80592917
12-07,21,87.84131102
12-07,22,84.37253457
12-07,23,81.645948
12-08,0,75.86652695
12-08,1,71.85333123
12-08,2,66.52885894
12-08,3,64.8704599
12-08,4,64.21079331
12-08,5,64.50775182
12-08,6,65.04767904
12-08,7,66.80601829
12-08,8,69.79145942
12-08,9,72.27578762
12-08,10,73.77462693
12-08,11,75.50242719
12-08,12,78.17307314
12-08,13,79.48029905
12-08,14,79.55885117
12-08,15,77.84140357
12-08,16,75.56172563
12-08,17,76.10398714
12-08,18,79.72373565
12-08,19,83.15028532
12-08,20,83.64933545
12-08,21,81.38093744
12-08,22,78.22699196
12-08,23,77.57004919
12-09,0,73.86661082
12-09,1,69.53647117
12-09,2,64.27116174
12-09,3,62.67932093
12-09,4,61.80307599
12-09,5,61.84330993
12-09,6,61.50847192
12-09,7,62.47445138
12-09,8,65.12815787
12-09,9,68.35307836
12-09,10,71.16089607
12-09,11,73.70007277
12-09,12,76.81021428
12-09,13,77.88818409
12-09,14,78.14105536
12-09,15,76.74689057
12-09,16,74.34571745
12-09,17,75.41199292
12-09,18,80.1019554
12-09,19,84.93467959
12-09,20,86.06127868
12-09,21,83.19280019
12-09,22,78.91898618
12-09,23,78.24302678
12-10,0,77.15754519
12-10,1,73.27852239
12-10,2,68.16534604
12-10,3,66.73937255
12-10,4,66.0881578
12-10,5,67.10035309
12-10,6,70.93966651
12-10,7,76.30271463
12-10,8,79.44345827
12-10,9,81.54534081
12-10,10,82.39550157
12-10,11,82.93159269
12-10,12,83.90236274
12-10,13,85.38390781
12-10,14,85.73080578
12-10,15,84.05667385
12-10,16,82.12563422
12-10,17,84.91185869
12-10,18,90.71112489
12-10,19,94.38911673
12-10,20,92.27126656
12-10,21,88.46885998
12-10,22,84.37147809
12-10,23,82.88519873
12-11,0,81.33909198
12-11,1,77.70834192
12-11,2,72.651159
12-11,3,71.37520562
12-11,4,70.48522645
12-11,5,70.71668322
12-11,6,73.23539698
12-11,7,78.3786973
12-11,8,81.15812488
12-11,9,82.86382752
12-11,10,83.46677202
12-11,11,83.932079
12-11,12,84.45278868
12-11,13,86.10548346
12-11,14,86.59817564
12-11,15,85.08462863
12-11,16,83.03526327
12-11,17,85.63026491
12-11,18,91.17175006
12-11,19,94.73564209
12-11,20,92.93790527
12-11,21,89.28340586
12-11,22,85.02543905
12-11,23,83.31518599
12-12,0,81.99516589
12-12,1,78.33377792
12-12,2,73.46464839
12-12,3,72.04184434
12-12,4,71.0198052
12-12,5,71.01355403
12-12,6,73.65587591
12-12,7,78.88263814
12-12,8,81.68108235
12-12,9,83.3498082
12-12,10,83.90838055
12-12,11,84.37051809
12-12,12,84.74226413
12-12,13,86.30621461
12-12,14,86.72495321
12-12,15,85.21457564
12-12,16,83.27085825
12-12,17,85.87748117
12-12,18,91.46756438
12-12,19,95.05364249
12-12,20,93.41015171
12-12,21,89.77783837
12-12,22,85.45120038
12-12,23,83.57402352
12-13,0,82.33429589
12-13,1,78.77116053
12-13,2,73.56078805
12-13,3,72.23623661
12-13,4,71.22053635
12-13,5,71.50904303
12-13,6,74.00240127
12-13,7,79.11189424
12-13,8,81.89132182
12-13,9,83.5684995
12-13,10,84.14291905
12-13,11,84.70647864
12-13,12,84.65246335
12-13,13,86.38545059
12-13,14,86.74713928
12-13,15,85.35403096
12-13,16,83.51490507
12-13,17,86.13948814
12-13,18,91.72428896
12-13,19,95.19838021
12-13,20,93.60243103
12-13,21,90.10851653
12-13,22,85.88013116
12-13,23,83.69234925
12-14,0,82.0310862
12-14,1,78.40350558
12-14,2,73.21214974
12-14,3,71.72806986
12-14,4,70.70074832
12-14,5,71.06426506
12-14,6,73.47627436
12-14,7,78.39560098
12-14,8,81.03662971
12-14,9,82.8754488
12-14,10,83.58932367
12-14,11,84.25747476
12-14,12,84.13267532
12-14,13,85.70507764
12-14,14,86.21784294
12-14,15,84.77402359
12-14,16,82.52920948
12-14,17,84.74176545
12-14,18,89.66837939
12-14,19,93.18578631
12-14,20,92.38008397
12-14,21,89.50104068
12-14,22,85.91393851
12-14,23,83.31096007
12-15,0,77.48822335
12-15,1,73.45178507
12-15,2,68.24458202
12-15,3,66.73620311
12-15,4,66.03322085
12-15,5,66.20128884
12-15,6,66.639794
12-15,7,68.15725587
12-15,8,71.21136818
12-15,9,73.88058034
12-15,10,75.57803784
12-15,11,77.41676847
12-15,12,80.22792622
12-15,13,81.57001596
12-15,14,81.78062805
12-15,15,79.69658198
12-15,16,77.38943557
12-15,17,78.18419574
12-15,18,81.78175818
12-15,19,85.52736472
12-15,20,85.91337152
12-15,21,83.38085358
12-15,22,79.96173168
12-15,23,79.23928717
12-16,0,75.49887201
12-16,1,71.41911806
12-16,2,66.37566937
12-16,3,64.66338987
12-16,4,63.81672637
12-16,5,63.65517268
12-16,6,63.22419501
12-16,7,63.87534351
12-16,8,66.04835172
12-16,9,69.26270742
12-16,10,71.7588636
12-16,11,73.94095015
12-16,12,76.82394852
12-16,13,77.88395817
12-16,14,78.05125459
12-16,15,76.59158805
12-16,16,74.22422228
12-16,17,74.71999869
12-16,18,78.92503697
12-16,19,83.30875728
12-16,20,84.61495792
12-16,21,82.28634058
12-16,22,78.2354438
12-16,23,77.39361707
12-17,0,76.76559121
12-17,1,73.20351233
12-17,2,68.15266829
12-17,3,66.70767816
12-17,4,66.05751989
12-17,5,66.84045908
12-17,6,70.2106955
12-17,7,75.57163065
12-17,8,79.03565709
12-17,9,81.61823791
12-17,10,82.60891047
12-17,11,83.33516795
12-17,12,84.27213065
12-17,13,86.12555658
12-17,14,86.49886654
12-17,15,84.87861508
12-17,16,82.78593405
12-17,17,84.74282193
12-17,18,90.23042661
12-17,19,93.71191322
12-17,20,92.0134855
12-17,21,88.26601587
12-17,22,84.03551754
12-17,23,82.45838092
12-18,0,81.16160338
12-18,1,77.6206541
12-18,2,72.80012264
12-18,3,71.31709924
12-18,4,70.58559203
12-18,5,70.46629753
12-18,6,72.36168824
12-18,7,77.20283536
12-18,8,80.38478171
12-18,9,82.50568089
12-18,10,83.45303778
12-18,11,84.07153432
12-18,12,84.51195155
12-18,13,86.32206181
12-18,14,86.92568436
12-18,15,85.42058919
12-18,16,83.37544974
12-18,17,85.2816266
12-18,18,90.62766299
12-18,19,94.43982776
12-18,20,92.89247664
12-18,21,89.32989097
12-18,22,85.25680811
12-18,23,83.17784362
12-19,0,81.76274035
12-19,1,78.19537907
12-19,2,73.25123949
12-19,3,71.69320602
12-19,4,70.67011041
12-19,5,70.69661011
12-19,6,72.49691764
12-19,7,77.17114097
12-19,8,80.34991788
12-19,9,82.53948824
12-19,10,83.42662579
12-19,11,83.92890956
12-19,12,84.53413762
12-19,13,86.32100533
12-19,14,86.98801666
12-19,15,85.2895857
12-19,16,83.3310776
12-19,17,85.26789236
12-19,18,90.73014153
12-19,19,94.62788115
12-19,20,93.02242365
12-19,21,89.50209716
12-19,22,85.49662901
12-19,23,83.61205679
12-20,0,82.2709071
12-20,1,78.63381816
12-20,2,73.65270179
12-20,3,71.99852867
12-20,4,71.00501448
12-20,5,70.99559387
12-20,6,72.71560895
12-20,7,77.72896227
12-20,8,81.04085563
12-20,9,83.21035287
12-20,10,84.20102543
12-20,11,84.68112313
12-20,12,85.21979297
12-20,13,87.16407616
12-20,14,87.6377517
12-20,15,85.93932074
12-20,16,84.21746409
12-20,17,86.50925605
12-20,18,92.18174468
12-20,19,96.25802938
12-20,20,94.66102372
12-20,21,90.88291618
12-20,22,86.58585962
12-20,23,84.26284831
12-21,0,82.91324678
12-21,1,79.12085532
12-21,2,74.20207125
12-21,3,72.61339987
12-21,4,71.9896536
12-21,5,71.95170803
12-21,6,73.10756293
12-21,7,77.41096187
12-21,8,80.65524053
12-21,9,82.89340895
12-21,10,84.02987572
12-21,11,84.82586085
12-21,12,85.29163359
12-21,13,87.13660769
12-21,14,87.48878806
12-21,15,85.53363252
12-21,16,83.2993832
12-21,17,85.69682313
12-21,18,90.87699221
12-21,19,94.34580106
12-21,20,93.51263025
12-21,21,90.89136801
12-21,22,87.12466428
12-21,23,84.04098756
12-22,0,77.87912085
12-22,1,73.98742029
12-22,2,68.74324046
12-22,3,67.10808398
12-22,4,66.46743402
12-22,5,66.89539602
12-22,6,67.30220679
12-22,7,69.2348652
12-22,8,72.32701078
12-22,9,75.01523957
12-22,10,76.72326187
12-22,11,78.35597896
12-22,12,81.42386128
12-22,13,82.94660906
12-22,14,82.97867607
12-22,15,80.86504857
12-22,16,79.17488632
12-22,17,81.05570766
12-22,18,85.65269992
12-22,19,88.81724261
12-22,20,89.38602041
12-22,21,86.48373456
12-22,22,82.36311012
12-22,23,80.90112979
12-23,0,75.64149677
12-23,1,71.66527783
12-23,2,66.34503146
12-23,3,64.16578792
12-23,4,62.9081538
12-23,5,62.49727089
12-23,6,61.39859803
12-23,7,61.82365986
12-23,8,63.67866767
12-23,9,66.05629142
12-23,10,68.41404876
12-23,11,70.09113799
12-23,12,72.54731855
12-23,13,74.00984698
12-23,14,74.29441265
12-23,15,72.77030085
12-23,16,70.35328054
12-23,17,71.06246585
12-23,18,75.44499273
12-23,19,80.27454748
12-23,20,82.47558646
12-23,21,80.69950801
12-23,22,77.00358843
12-23,23,75.89658529
12-24,0,75.63198845
12-24,1,72.68161134
12-24,2,67.37826864
12-24,3,64.92011445
12-24,4,62.60917003
12-24,5,60.77520892
12-24,6,59.03208343
12-24,7,59.52687292
12-24,8,62.14571558
12-24,9,65.34422408
12-24,10,68.04322437
12-24,11,69.62417395
12-24,12,72.1278961
12-24,13,73.20797886
12-24,14,73.16714877
12-24,15,71.92089114
12-24,16,69.76799076
12-24,17,71.75974247
12-24,18,76.66311386
12-24,19,81.56979163
12-24,20,83.53946155
12-24,21,81.56793436
12-24,22,77.88891844
12-24,23,76.42588164
12-25,0,77.67205082
12-25,1,74.26527446
12-25,2,69.34860335
12-25,3,67.70605151
12-25,4,66.77170019
12-25,5,66.38511631
12-25,6,66.52886362
12-25,7,69.37748997
12-25,8,73.22184911
12-25,9,76.9633882
12-25,10,78.73902521
12-25,11,79.72306373
12-25,12,81.46612047
12-25,13,83.11670229
12-25,14,83.44880955
12-25,15,81.60247143
12-25,16,78.99739772
12-25,17,81.08317613
12-25,18,86.9468876
12-25,19,90.92280672
12-25,20,90.41080575
12-25,21,87.60677252
12-25,22,83.94254732
12-25,23,81.92802809
12-26,0,80.28261224
12-26,1,76.63390203
12-26,2,71.65595509
12-26,3,69.95952278
12-26,4,69.07376953
12-26,5,68.7421226
12-26,6,68.67034804
12-26,7,71.50946607
12-26,8,75.40770568
12-26,9,78.79215462
12-26,10,80.21175796
12-26,11,81.21692608
12-26,12,82.18769613
12-26,13,83.4864702
12-26,14,83.71609892
12-26,15,81.86025248
12-26,16,79.2541223
12-26,17,81.53429298
12-26,18,87.0873994
12-26,19,90.55092586
12-26,20,90.07695815
12-26,21,87.68283906
12-26,22,84.03340458
12-26,23,82.22172946
12-27,0,80.32064551
12-27,1,76.68355657
12-27,2,71.65489861
12-27,3,69.8126721
12-27,4,68.91424109
12-27,5,68.56780344
12-27,6,68.73162387
12-27,7,71.41755233
12-27,8,75.19112734
12-27,9,78.45725055
12-27,10,79.82297341
12-27,11,80.52070593
12-27,12,81.21150886
12-27,13,82.5483162
12-27,14,82.88781881
12-27,15,80.95273639
12-27,16,78.55261976
12-27,17,80.87399314
12-27,18,86.41970421
12-27,19,89.94556297
12-27,20,89.43778791
12-27,21,86.91055237
12-27,22,83.44705833
12-27,23,81.39661879
12-28,0,78.46652358
12-28,1,75.03544819
12-28,2,69.67505558
12-28,3,68.19308866
12-28,4,67.21647815
12-28,5,66.65240569
12-28,6,66.42638509
12-28,7,68.64957543
12-28,8,71.79243203
12-28,9,75.13567826
12-28,10,76.66198605
12-28,11,77.64919402
12-28,12,78.66961861
12-28,13,79.66201356
12-28,14,79.77542951
12-28,15,78.0326264
12-28,16,75.64096161
12-28,17,77.37598874
12-28,18,83.31682323
12-28,19,87.84739422
12-28,20,87.68297507
12-28,21,85.41246411
12-28,22,82.08208651
12-28,23,79.09243649
12-29,0,74.20679729
12-29,1,70.86763564
12-29,2,65.6234558
12-29,3,64.04112331
12-29,4,63.59803506
12-29,5,64.37146594
12-29,6,65.37518775
12-29,7,67.159939
12-29,8,69.72490119
12-29,9,72.0264584
12-29,10,73.69433447
12-29,11,75.20238695
12-29,12,77.74202941
12-29,13,79.61552845
12-29,14,79.96136995
12-29,15,78.14461325
12-29,16,75.77936045
12-29,17,76.23499063
12-29,18,79.28635304
12-29,19,82.09697502
12-29,20,82.82211181
12-29,21,80.57378693
12-29,22,77.46738303
12-29,23,76.92559655
12-30,0,73.44613188
12-30,1,70.040412
12-30,2,64.84377376
12-30,3,62.91385943
12-30,4,61.77032512
12-30,5,61.36895053
12-30,6,60.72562044
12-30,7,61.27851632
12-30,8,63.07330478
12-30,9,65.6506032
12-30,10,67.96821431
12-30,11,70.26334419
12-30,12,73.03118627
12-30,13,74.36905009
12-30,14,74.5891705
12-30,15,73.32389623
12-30,16,70.88997224
12-30,17,70.88392077
12-30,18,74.987537
12-30,19,79.6998225
12-30,20,81.98643634
12-30,21,80.39312889
12-30,22,76.77644528
12-30,23,75.40532221
12-31,0,73.44613188
12-31,1,70.040412
12-31,2,64.84377376
12-31,3,62.91385943
12-31,4,61.77032512
12-31,5,61.36895053
12-31,6,60.72562044
12-31,7,61.27851632
12-31,8,63.07330478
12-31,9,65.6506032
12-31,10,67.96821431
12-31,11,70.26334419
12-31,12,73.03118627
12-31,13,74.36905009
12-31,14,74.5891705
12-31,15,73.32389623
12-31,16,70.88997224
12-31,17,70.88392077
12-31,18,74.987537
12-31,19,79.6998225
12-31,20,81.98643634
12-31,21,80.39312889
12-31,22,76.77644528
12-31,23,75.40532221
